owner_info,BHK_info,price_info,locality_info,con_sta,pri_in,Area_inf
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,3 , 43.4 L,Miyapur,Under Construction,"3,500 / sq ft",1240 
OWNER,2 , 35.7 L,Miyapur,Under Construction,"3,500 / sq ft",1020 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,3 , 36 L,muthangi,Under Construction,"2,292 / sq ft",1570 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"1,699 / sq ft",1530 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"1,699 / sq ft",1530 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"1,733 / sq ft",1500 
OWNER,2 , 26 L,muthangi,Under Construction,"1,733 / sq ft",1500 
OWNER,3 , 36 L,muthangi,Under Construction,"2,307 / sq ft",1560 
OWNER,3 , 36 L,muthangi,Under Construction,"2,307 / sq ft",1560 
OWNER,2 , 26 L,muthangi,Under Construction,"1,733 / sq ft",1500 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,2 , 26 L,muthangi,Under Construction,"1,733 / sq ft",1500 
OWNER,2 , 26 L,muthangi,Under Construction,"1,733 / sq ft",1500 
OWNER,3 , 36 L,muthangi,Under Construction,"2,307 / sq ft",1560 
OWNER,2 , 26 L,muthangi,Under Construction,"2,241 / sq ft",1160 
OWNER,3 , 43.4 L,Miyapur,Under Construction,"3,500 / sq ft",1240 
OWNER,3 , 43.4 L,Miyapur,Under Construction,"3,500 / sq ft",1240 
OWNER,3 , 43.4 L,Miyapur,Under Construction,"3,500 / sq ft",1240 
OWNER,3 , 1.31 Cr,AS Rao Nagar,Ready to move,"4,366 / sq ft",3000 
OWNER,3 , 1.31 Cr,AS Rao Nagar,Ready to move,"4,366 / sq ft",3000 
OWNER,3 , 1.19 Cr,AS Rao Nagar,Ready to move,"3,966 / sq ft",3000 
OWNER,3 , 1.31 Cr,AS Rao Nagar,Ready to move,"4,366 / sq ft",3000 
OWNER,3 , 1.31 Cr,AS Rao Nagar,Ready to move,"4,366 / sq ft",3000 
OWNER,3 , 1.31 Cr,AS Rao Nagar,Ready to move,"4,366 / sq ft",3000 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 60 L,Pasumamula,Under Construction,"4,615 / sq ft",1300 
OWNER,2 , 62 L,Chengicherla,Ready to move,"5,179 / sq ft",1197 
OWNER,4 , 1 Cr,Kondakal,Under Construction,"5,555 / sq ft",1800 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,2 , 32 L,Jeedimetla,Ready to move,"3,703 / sq ft",864 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 65 L,Suchitra,Ready to move,"5,327 / sq ft",1220 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,3 , 35 L,muthangi,Under Construction,"2,194 / sq ft",1595 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,2 , 26 L,muthangi,Under Construction,"2,222 / sq ft",1170 
OWNER,Residential Plot, 24 L,Desh Mukhi,Resale,"1,297 / sq ft",1850 
OWNER,Residential Plot, 28 L,Shankarpalli,Resale,"1,866 / sq ft",1500 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,3 , 69.5 L,Bachupally,Ready to move,"4,727 / sq ft",1470 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,3 , 54.44 L,Kompally,Under Construction,"2,798 / sq ft",1945 
OWNER,2 , 57 L,Alwal,Ready to move,"4,750 / sq ft",1200 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,2 , 50 L,Shankarpalli,Under Construction,"4,230 / sq ft",1182 
OWNER,Residential Plot, 43 L,Gachibowli,Resale,"9,555 / sq ft",450 
OWNER,Residential Plot, 23 L,Shankarpalli,Resale,"1,503 / sq ft",1530 
OWNER,3 , 56 L,Vanasthalipuram,Under Construction,"4,274 / sq ft",1310 
OWNER,4 , 90 L,Malkajgiri,Under Construction,"4,500 / sq ft",2000 
OWNER,3 , 90 L,East Marredpally,Ready to move,"5,901 / sq ft",1525 
OWNER,Residential Plot, 6.57 L,Shadnagar,Resale,500 / sq ft,1314 
OWNER,2 , 35 L,Pragathi Nagar Kukatpally,Under Construction,"2,916 / sq ft",1200 
OWNER,2 , 65 L,Tellapur,Under Construction,"5,293 / sq ft",1228 
OWNER,4 , 2.3 Cr,Balapur,Ready to move,"9,126 / sq ft",2520 
OWNER,2 , 30 L,Bandlaguda Jagir,Ready to move,"3,167 / sq ft",947 
OWNER,2 , 52.96 L,Shankarpalli,Under Construction,"4,637 / sq ft",1142 
OWNER,2 , 45 L,Patancheru,Under Construction,"4,838 / sq ft",930 
OWNER,2 , 45 L,Patancheru,Under Construction,"4,838 / sq ft",930 
OWNER,2 , 45 L,Patancheru,Under Construction,"4,838 / sq ft",930 
OWNER,2 , 45 L,Patancheru,Under Construction,"4,838 / sq ft",930 
OWNER,2 , 45 L,Patancheru,Under Construction,"4,838 / sq ft",930 
OWNER,2 , 40 L,Sainikpuri,Ready to move,"4,210 / sq ft",950 
OWNER,2 , 51 L,Patancheru,Under Construction,"4,811 / sq ft",1060 
OWNER,2 , 1.05 Cr,Bandlaguda Jagir,Ready to move,"9,545 / sq ft",1100 
OWNER,2 , 1.05 Cr,Bandlaguda Jagir,Ready to move,"9,545 / sq ft",1100 
OWNER,2 , 1.05 Cr,Bandlaguda Jagir,Ready to move,"9,545 / sq ft",1100 
OWNER,2 , 40 L,Sainikpuri,Ready to move,"4,210 / sq ft",950 
OWNER,2 , 40 L,Sainikpuri,Ready to move,"4,210 / sq ft",950 
OWNER,2 , 66 L,Pedda Amberpet,Ready to move,"5,892 / sq ft",1120 
OWNER,2 , 59.5 L,Moosarambagh Road,Ready to move,"5,458 / sq ft",1090 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,6 , 1.8 Cr,Kukatpally,Ready to move,"5,142 / sq ft",3500 
OWNER,3 , 40 L,Bhanur,Under Construction,"2,500 / sq ft",1600 
OWNER,3 , 40 L,Bhanur,Under Construction,"2,500 / sq ft",1600 
OWNER,3 , 40 L,Bhanur,Under Construction,"2,500 / sq ft",1600 
OWNER,2 , 1.5 Cr,Osman Nagar,Ready to move,"14,534 / sq ft",1032 
OWNER,2 , 1.5 Cr,Osman Nagar,Ready to move,"14,534 / sq ft",1032 
OWNER,2 , 1.5 Cr,Osman Nagar,Ready to move,"14,534 / sq ft",1032 
OWNER,Residential Plot, 36 L,Nagole,Resale,"2,000 / sq ft",1800 
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,Resale,"1,277 / sq ft",1566 
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,Resale,"1,277 / sq ft",1566 
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,Resale,"1,277 / sq ft",1566 
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,Resale,"1,277 / sq ft",1566 
OWNER,Residential Plot, 20 L,Kothur Patti Digwal,Resale,"1,277 / sq ft",1566 
OWNER,2 , 35 L,Patancheru,Under Construction,"3,500 / sq ft",1000 
OWNER,3 , 84.5 L,Mettuguda,Ready to move,"3,634 / sq ft",2325 
OWNER,Residential Plot, 48 L,Bhanur,Resale,"2,666 / sq ft",1800 
OWNER,2 , 58 L,Badangpet,Ready to move,"5,858 / sq ft",990 
OWNER,2 , 30 L,Kollur,Under Construction,"2,400 / sq ft",1250 
OWNER,2 , 44 L,Pragathi Nagar Kukatpally,Under Construction,"3,666 / sq ft",1200 
OWNER,2 , 44 L,Pragathi Nagar Kukatpally,Under Construction,"3,666 / sq ft",1200 
OWNER,2 , 44 L,Pragathi Nagar Kukatpally,Under Construction,"3,666 / sq ft",1200 
OWNER,2 , 44 L,Pragathi Nagar Kukatpally,Under Construction,"3,666 / sq ft",1200 
OWNER,2 , 44 L,Pragathi Nagar Kukatpally,Under Construction,"3,666 / sq ft",1200 
OWNER,Residential Plot, 30 L,Kothur,Resale,"1,904 / sq ft",1575 
OWNER,Residential Plot, 30 L,Kothur,Resale,"1,904 / sq ft",1575 
OWNER,3 , 91 L,Bollaram,Ready to move,"4,789 / sq ft",1900 
OWNER,2 , 87 L,Kukatpally,Ready to move,"7,598 / sq ft",1145 
OWNER,3 , 3 Cr,Kompally,Ready to move,"14,962 / sq ft",2005 
OWNER,3 , 82 L,Kondapur,Ready to move,"5,412 / sq ft",1515 
OWNER,3 , 82 L,Kondapur,Ready to move,"5,412 / sq ft",1515 
OWNER,3 , 82 L,Kondapur,Ready to move,"5,412 / sq ft",1515 
OWNER,2 , 32 L,Pragathi Nagar Kukatpally,Ready to move,"3,076 / sq ft",1040 
OWNER,2 , 22 L,Shamirpet,Ready to move,"2,000 / sq ft",1100 
OWNER,6 , 2.2 Cr,Mokila,Under Construction,"5,500 / sq ft",4000 
OWNER,6 , 2.2 Cr,Mokila,Under Construction,"5,500 / sq ft",4000 
OWNER,6 , 2.2 Cr,Mokila,Under Construction,"5,500 / sq ft",4000 
OWNER,6 , 2.2 Cr,Mokila,Under Construction,"5,500 / sq ft",4000 
OWNER,2 , 40 L,LB Nagar,Ready to move,"5,333 / sq ft",750 
OWNER,6 , 2.2 Cr,Mokila,Under Construction,"5,500 / sq ft",4000 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,Residential Plot, 18.18 L,Chevella,Resale,666 / sq ft,2727 
OWNER,3 , 43.05 L,Miyapur,Under Construction,"3,500 / sq ft",1230 
OWNER,2 , 38.5 L,Aminpur,Under Construction,"3,347 / sq ft",1150 
OWNER,3 , 56.65 L,Chandanagar,Under Construction,"3,562 / sq ft",1590 
OWNER,2 , 56.17 L,Miyapur,Under Construction,"3,500 / sq ft",1605 
OWNER,3 , 55.82 L,Chandanagar Vill,Under Construction,"3,500 / sq ft",1595 
OWNER,2 , 46.9 L,Chandanagar Vill,Under Construction,"3,500 / sq ft",1340 
OWNER,2 , 35.87 L,Miyapur,Under Construction,"3,500 / sq ft",1025 
OWNER,2 , 37.1 L,Miyapur,Under Construction,"3,500 / sq ft",1060 
OWNER,2 , 43.05 L,Miyapur,Under Construction,"3,500 / sq ft",1230 
OWNER,2 , 38.5 L,Miyapur,Under Construction,"3,500 / sq ft",1100 
OWNER,3 , 53.55 L,Miyapur,Under Construction,"3,500 / sq ft",1530 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,3 , 85 L,Madhapur,Ready to move,"5,862 / sq ft",1450 
OWNER,Residential Plot, 27 L,Kothur,Resale,"1,862 / sq ft",1450 
OWNER,Residential Plot, 98 L,Kundanpally,Resale,"2,722 / sq ft",3600 
OWNER,Residential Plot, 98 L,Kundanpally,Resale,"2,722 / sq ft",3600 
OWNER,Residential Plot, 98 L,Kundanpally,Resale,"2,722 / sq ft",3600 
OWNER,Residential Plot, 98 L,Kundanpally,Resale,"2,722 / sq ft",3600 
OWNER,Residential Plot, 98 L,Kundanpally,Resale,"2,722 / sq ft",3600 
OWNER,Residential Plot, 98 L,Kundanpally,Resale,"2,722 / sq ft",3600 
OWNER,2 , 55 L,Ramachandra Puram,Ready to move,"5,418 / sq ft",1015 
OWNER,3 , 66 L,Nagaram Hyderabad South,Ready to move,"4,551 / sq ft",1450 
OWNER,5 , 2.5 Cr,Habsiguda,Ready to move,"8,928 / sq ft",2800 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,Residential Plot, 1.13 Cr,Almasguda,Resale,"4,211 / sq ft",2700 
OWNER,2 , 72 L,Godumakunta,Ready to move,"4,645 / sq ft",1550 
OWNER,2 , 80 L,Kukatpally,Ready to move,"7,104 / sq ft",1126 
OWNER,2 , 37 L,Chandanagar,Under Construction,"3,627 / sq ft",1020 
OWNER,Residential Plot, 80 L,Shamirpet,Resale,"2,735 / sq ft",2925 
OWNER,Residential Plot, 45 L,Gollur,Resale,"1,369 / sq ft",3285 
OWNER,Residential Plot, 45 L,Gollur,Resale,"1,369 / sq ft",3285 
